name,tuition,grades,address,religion,state,scraped_at
Guiding Light Christian Educational Center,7800.0,NS-2,"220 Mescal Ln
Lake Havasu City, AZ 86403
(928) 855-1022",Christian,Arizona,2025-02-13T17:24:48.271442
Payson Christian School,7900.0,PK-8,"1000 E Frontier ST
Payson, AZ 85541
(928) 474-8050",,Arizona,2025-02-13T17:24:48.271442
Faith Christian Academy,8500.0,6-12,"3020 S Mission Road
Tucson, AZ 85713
(520) 883-4999",Christian,Arizona,2025-02-13T17:24:48.272946
St. Francis Xavier School,8700.0,PK-8,"4715 N Central Ave
Phoenix, AZ 85012
(602) 266-5364",Catholic,Arizona,2025-02-13T17:24:48.272946
Thunderbird Christian Elementary School,8900.0,PK-8,"7440 E Sutton Dr
Scottsdale, AZ 85260
(480) 991-6705",Seventh Day Adventist,Arizona,2025-02-13T17:24:48.272946
Greenhouse Montessori,9000.0,PK-2,"505 S. Gilbert Rd.
Gilbert, AZ 85296
(480) 635-0386",,Arizona,2025-02-13T17:24:48.272946
Quality Interactive Montessori School @ Spur Cross,9000.0,NS-9,"38424 N Spur Cross Rd
Cave Creek, AZ 85331
(480) 575-5269",,Arizona,2025-02-13T17:24:48.273450
Christ Lutheran School,9500.0,PK-8,"3901 E Indian School Rd
Phoenix, AZ 85018
(602) 957-7010",Lutheran Church Missouri Synod,Arizona,2025-02-13T17:24:48.273450
Redeemer Christian School,9500.0,K-12,"719 N Stapley Dr
Mesa, AZ 85203
(480) 962-5003",Calvinist,Arizona,2025-02-13T17:24:48.273450
New Gains Academy (Microschool),9800.0,1-8,"4425 West Olive Ave Suite 125
Glendale, AZ 85302
(602) 341-3240",,Arizona,2025-02-13T17:24:48.274010
Shepherd Of The Desert Lutheran School,9800.0,K,"9400 E Mountain View Road
Scottsdale, AZ 85258
(480) 860-0488",Lutheran Church Missouri Synod,Arizona,2025-02-13T17:24:48.274010
SS. Simon & Jude Cathedral School,9800.0,PK-8,"6351 N 27th Avenue
Phoenix, AZ 85017
(602) 242-1299",Catholic,Arizona,2025-02-13T17:24:48.274515
Kino Learning Center,10000.0,K-12,"6625 N 1st Ave
Tucson, AZ 85718
(520) 297-7278",,Arizona,2025-02-13T17:24:48.274515
Dream City Christian School,10450.0,NS-12,"21000 N 75th Ave
Glendale, AZ 85308
(623) 561-2000",Christian,Arizona,2025-02-13T17:24:48.274515
St. Michael's School,10750.0,K-8,"602 N Wilmot Rd
Tucson, AZ 85711
(520) 722-8478",Episcopal,Arizona,2025-02-13T17:24:48.274515
Valley Lutheran High School,10763.0,9-12,"5199 N 7th Ave
Phoenix, AZ 85013
(602) 230-1600",Lutheran Church Missouri Synod,Arizona,2025-02-13T17:24:48.274515
Arcadia Montessori School,10800.0,NS-K,"5115 E Virginia Ave
Phoenix, AZ 85008
(602) 840-2342",,Arizona,2025-02-13T17:24:48.274515
Scottsdale Christian Academy,11044.0,K-12,"14400 N Tatum Blvd
Phoenix, AZ 85032
(602) 992-5100",Christian,Arizona,2025-02-13T17:24:48.274515
Paradise Valley Christian Preparatory,11396.0,PK-12,"11875 N. 24th Street
Phoenix, AZ 85028
(602) 509-8583",Christian,Arizona,2025-02-13T17:24:48.275517
Casas Christian School,11600.0,K-8,"10801 N La Cholla Blvd
Tucson, AZ 85742
(520) 297-0922",Christian,Arizona,2025-02-13T17:24:48.275517
Desert Christian School,11675.0,PK-12,"7525 E Speedway Blvd
Tucson, AZ 85710
(520) 901-5499",Christian,Arizona,2025-02-13T17:24:48.275517
Thunderbird Adventist Academy,11750.0,9-12,"7410 E Sutton Dr
Scottsdale, AZ 85260
(480) 948-3300",Seventh Day Adventist,Arizona,2025-02-13T17:24:48.275517
Pusch Ridge Christian Academy Grammar,11957.0,PK-5,"6450 N. Camino Miraval
Tucson, AZ 85704
(520) 529-7080",Presbyterian,Arizona,2025-02-13T17:24:48.275517
Arizona Lutheran Academy,12000.0,9-12,"6036 S 27th Avenue
Phoenix, AZ 85041
(602) 268-8686",Wisconsin Evangelical Lutheran Synod,Arizona,2025-02-13T17:24:48.275517
Castlehill Country Day School,12000.0,NS-5,"3225 N Craycroft Rd
Tucson, AZ 85712
(520) 795-0008",,Arizona,2025-02-13T17:24:48.275517
Christ Greenfield School,12000.0,PK-12,"425 N Greenfield Rd
Gilbert, AZ 85234
(480) 892-8314",Lutheran Church Missouri Synod,Arizona,2025-02-13T17:24:48.275517
Creo Montessori School,12000.0,PK-12,"1475 S Higley Rd
Gilbert, AZ 85296
(480) 208-0256",,Arizona,2025-02-13T17:24:48.276520
Sedona Sky Academy,12500.0,7-12,"3090 E. Coronado Trail
Rimrock, AZ 86335
(928) 821-1630",,Arizona,2025-02-13T17:24:48.276520
Pardes Jewish Day School,12650.0,K-8,"12753 N Scottsdale Rd.
Scottsdale, AZ 85254
(480) 991-9141",Jewish,Arizona,2025-02-13T17:24:48.276520
Salpointe Catholic High School,12660.0,9-12,"1545 E Copper Street
Tucson, AZ 85719
(520) 327-6581",Catholic,Arizona,2025-02-13T17:24:48.276520
Aldea Montessori,13000.0,PK-K,"15639 N 40th Street
Phoenix, AZ 85032
(602) 485-0276",,Arizona,2025-02-13T17:24:48.276520
New Vistas Center For Education,13000.0,PK-6,"670 N Arizona Ave Ste 35
Chandler, AZ 85225
(480) 963-2313",,Arizona,2025-02-13T17:24:48.276520
North Valley Christain Academy,13000.0,PK-12,"33655 N. 27th Dr
Phoenix, AZ 85085
(623) 551-3454",Lutheran Church Missouri Synod,Arizona,2025-02-13T17:24:48.276520
Tucson Waldorf School,13000.0,PK-8,"3605 E River Road
Tucson, AZ 85718
(520) 529-1032",,Arizona,2025-02-13T17:24:48.276520
Pusch Ridge Christian Academy South Campus,13167.0,K-3,"5951 S. 12th Ave
Tucson, AZ 85706
(520) 413-7945",Presbyterian,Arizona,2025-02-13T17:24:48.277520
Pusch Ridge Christian Academy Upper School,13497.0,6-12,"9500 N Oracle Rd
Tucson, AZ 85704
(520) 797-0107",Presbyterian,Arizona,2025-02-13T17:24:48.277520
St. Augustine Catholic High School,13500.0,9-12,"8800 E 22nd St
Tucson, AZ 85710
(520) 751-8300",Catholic,Arizona,2025-02-13T17:24:48.277520
Phoenix Christian Preparatory School,13990.0,PK-12,"1751 W Indian School Road
Phoenix, AZ 85015
(602) 265-4707",,Arizona,2025-02-13T17:24:48.277520
Northwest Christian School,14718.0,PK-12,"16401 N. 43rd Avenue
Phoenix, AZ 85053
(602) 978-5134",Christian,Arizona,2025-02-13T17:24:48.277520
Gary K. Herberger Young Scholars Academy,15400.0,7-12,"4701 W Thunderbird Rd
Glendale, AZ 85306
(602) 543-8274",,Arizona,2025-02-13T17:24:48.277520
Green Fields School,15600.0,K-12,"6000 N Camino De La Tierra
Tucson, AZ 85741
(520) 297-2288",,Arizona,2025-02-13T17:24:48.277520
Brophy College Preparatory,15950.0,6-12,"4701 N Central Avenue
Phoenix, AZ 85012
(602) 264-5291",Catholic,Arizona,2025-02-13T17:24:48.277520
Gilbert Christian Schools,16300.0,PK-12,"1040 S. Gilbert Rd., #200
Gilbert, AZ 85296
(480) 699-1215",Christian,Arizona,2025-02-13T17:24:48.278581
International School of Arizona,16300.0,NS-8,"9522 E. San Salvador Dr.
Scottsdale, AZ 85258
(480) 874-2326",,Arizona,2025-02-13T17:24:48.278581
Creo Farm School Middle & High School,17000.0,7-12,"21311 S Lindsey rd
Gilbert, AZ 85298
(480) 912-3734",,Arizona,2025-02-13T17:24:48.278581
Notre Dame Preparatory,18000.0,9-12,"9701 E Bell Rd
Scottsdale, AZ 85260
(480) 634-8200",Catholic,Arizona,2025-02-13T17:24:48.278581
Bourgade Catholic High School,18450.0,9-12,"4602 N 31st Ave
Phoenix, AZ 85017
(602) 973-4000",Catholic,Arizona,2025-02-13T17:24:48.278581
Shearim Torah High School,18500.0,9-12,"6530 N. 7th Street
Phoenix, AZ 85014
(602) 324-3406",Jewish,Arizona,2025-02-13T17:24:48.278581
Seton Catholic Preparatory,19150.0,9-12,"1150 N. Dobson Road
Chandler, AZ 85224
(480) 963-1900",Catholic,Arizona,2025-02-13T17:24:48.278581
Rancho Solano Preparatory School - Lower School Campus,20250.0,PK-5,"5656 E Greenway Road
Scottsdale, AZ 85254
(602) 996-7002",,Arizona,2025-02-13T17:24:48.278581
The Gregory School,20550.0,5-12,"3231 N Craycroft Rd
Tucson, AZ 85712
(520) 327-6395",,Arizona,2025-02-13T17:24:48.279581
All Saints' Episcopal Day School,20995.0,PK-8,"6300 N Central Avenue
Phoenix, AZ 85012
(602) 274-4866",Episcopal,Arizona,2025-02-13T17:24:48.279581
Lexis Preparatory School,22200.0,1-12,"11130 E. Cholla St., H-100
Scottsdale, AZ 85259
(480) 391-3901",,Arizona,2025-02-13T17:24:48.279581
Az Aspire Academy,23000.0,K-12,"2150 E Southern Avenue
Tempe, AZ 85282
(480) 420-6630",,Arizona,2025-02-13T17:24:48.279581
Rancho Solano Preparatory School - Middle and Upper School,24250.0,6-12,"9180 Via De Ventura
Scottsdale, AZ 85258
(480) 646-8200",,Arizona,2025-02-13T17:24:48.279581
The Jones-Gordon School,26500.0,1-12,"4800 E Doubletree Ranch Road
Paradise Valley, AZ 85253
(480) 563-5588",,Arizona,2025-02-13T17:24:48.279581
Breakthrough Academy,27000.0,K-8,"3427 E Bell Rd
Phoenix, AZ 85032
(866) 620-9380",,Arizona,2025-02-13T17:24:48.279581
New Way Academy,28700.0,1-12,"5048 East Oak Street
Phoenix, AZ 85008
(602) 389-8600",,Arizona,2025-02-13T17:24:48.279581
Brightmont Academy,29370.0,1-12,"6990 E. Shea Blvd, Suite 120
Scottsdale, AZ 85254
(480) 948-2800",,Arizona,2025-02-13T17:24:48.280583
,,,,,Arizona,2025-02-13T17:24:48.280583
Brightmont Academy - Chandler,29370.0,1-12,"5540 W. Chandler Boulevard, Ste 1
Chandler, AZ 85226
(480) 526-7090",,Arizona,2025-02-13T17:24:49.312309
Brightmont Academy - Deer Valley,29370.0,1-12,"2222 W. Pinnacle Peak Road, Ste 110
Phoenix, AZ 85027
(623) 738-0710",,Arizona,2025-02-13T17:24:49.313311
Abbie School,30000.0,3-12,"5870 East 14th Street
Tucson, AZ 85711
(520) 300-6103",,Arizona,2025-02-13T17:24:49.313311
Gateway Academy,35000.0,6-12,"3939 E. Shea Blvd
Phoenix, AZ 85028
(480) 998-1071",,Arizona,2025-02-13T17:24:49.313311
The Orme School,51500.0,8-12,"1000 Orme School Rd.
Mayer, AZ 86333
(928) 632-1566",,Arizona,2025-02-13T17:24:49.313311
Verde Valley School,54000.0,9-12,"3511 Verde Valley School Road
Sedona, AZ 86351
(928) 284-2272",,Arizona,2025-02-13T17:24:49.313311
St. Mary's Catholic School & Preschool,2100,PK-6,"310 N 2nd Street
Paragould, AR 72450
(870) 236-3681",Catholic,Arkansas,2025-02-13T17:24:51.176389
Columbia Christian School,2600,PK-12,"250 Warnock Springs Rd
Magnolia, AR 71753
(870) 234-2831",Baptist,Arkansas,2025-02-13T17:24:51.177389
Riverview Baptist Christian School,2600,1-10,"123 Riverview Rd
Morrilton, AR 72110
(501) 354-0327",Baptist,Arkansas,2025-02-13T17:24:51.177389
St. Vincent De Paul School,2950,PK-8,"1315 W Cypress St
Rogers, AR 72758
(479) 636-4421",Catholic,Arkansas,2025-02-13T17:24:51.177389
"South Arkansas Christian School, Inc",3200,K-12,"1707 E 1st St
Lewisville, AR 71845
(187) 092-1505",Baptist,Arkansas,2025-02-13T17:24:51.177389
St. Paul Catholic School,3400,NS-6,"311 Cedar St
Pocahontas, AR 72455
(870) 892-5639",Catholic,Arkansas,2025-02-13T17:24:51.177389
Gospel Light Christian School,3500,PK-12,"600 Garland Avenue
Hot Springs National Park, AR 71913
(501) 321-4871",Baptist,Arkansas,2025-02-13T17:24:51.177389
Christian Ministries Academy,3900,K-12,"548 Brookhill Ranch Rd
Hot Springs Village, AR 71909
(501) 624-1952",Christian,Arkansas,2025-02-13T17:24:51.177389
Jacksonville Christian Academy,4100,PK-12,"3301 N First Street
Jacksonville, AR 72076
(501) 982-7522",Baptist,Arkansas,2025-02-13T17:24:51.177389
Grace Lutheran Academy,4400,K-3,"415 N 6th Pl
Lowell, AR 72745
(479) 659-5999",Wisconsin Evangelical Lutheran Synod,Arkansas,2025-02-13T17:24:51.177389
First Academy,4600,PK-5,"3364 W Pleasant Grove Rd
Rogers, AR 72758
(479) 878-1052",Baptist,Arkansas,2025-02-13T17:24:51.178467
The Montessori School Of Fort Smith,4615,PK-5,"3908 Jenny Lind Ave
Fort Smith, AR 72903
(479) 646-7225",,Arkansas,2025-02-13T17:24:51.178467
Immaculate Heart Of Mary School,4650,PK-8,"7025 Jasna Gora Drive
North Little Rock, AR 72118
(501) 851-2760",Catholic,Arkansas,2025-02-13T17:24:51.178467
Community Christian School,4995,1-12,"Po Box 1786
Russellville, AR 72811
(479) 968-1429",Christian,Arkansas,2025-02-13T17:24:51.178467
Maranatha Baptist Christian School,5200,PK-12,"2165 Smackover Hwy
El Dorado, AR 71730
(870) 415-1730",Baptist,Arkansas,2025-02-13T17:24:51.178467
Searcy Christian Academy,5350,PK-6,"1202 Benton Avenue
Searcy, AR 72143
(501) 268-4848",Christian,Arkansas,2025-02-13T17:24:51.178467
Life Way Christian School,5999,PK-12,"351 W Centerton Blvd
Centerton, AR 72719
(479) 795-9322",Baptist,Arkansas,2025-02-13T17:24:51.178467
Clear Spring School,6000,PK-11,"374 Dairy Hollow Rd
Eureka Springs, AR 72632
(479) 253-7888",,Arkansas,2025-02-13T17:24:51.178467
Crowley's Ridge Academy,6000,PK-12,"606 Academy Dr
Paragould, AR 72450
(870) 236-6908",Church of Christ,Arkansas,2025-02-13T17:24:51.179467
Christ Little Rock School,6475,PK-8,"315 S Hughes Street
Little Rock, AR 72205
(501) 663-5212",Lutheran Church Missouri Synod,Arkansas,2025-02-13T17:24:51.179467
St. James Day School,6600,PK-8,"5501 N Stateline Avenue
Texarkana, AR 75503
(903) 793-5554",Episcopal,Arkansas,2025-02-13T17:24:51.179467
Harvest Time Academy,6700,NS-5,"3300 Briar Cliff Avenue
Fort Smith, AR 72908
(479) 646-6003",Christian,Arkansas,2025-02-13T17:24:51.179467
Little Rock Montessori School,6900,PK-9,"3704 North Rodney Parham Road
Little Rock, AR 72212
(501) 225-2428",,Arkansas,2025-02-13T17:24:51.179467
Salem Lutheran Pre-School,7350,PK,"1800 W Emma
Springdale, AR 72762
(479) 751-9500",Lutheran Church Missouri Synod,Arkansas,2025-02-13T17:24:51.179467
Pinnacle Classical Academy,7385,PK-12,"10701 Baseline Rd
Little Rock, AR 72209
(501) 240-9080",Christian,Arkansas,2025-02-13T17:24:51.179467
Harding Academy,8620,PK-12,"1529 E. Park Ave.
Searcy, AR 72143
(501) 279-7200",Church of Christ,Arkansas,2025-02-13T17:24:51.179467
Sherwood Christian Academy,8700,PK-5,"1061 Lantrip Road
Sherwood, AR 72120
(501) 833-2277",,Arkansas,2025-02-13T17:24:51.179467
The New School,11500,PK-12,"2514 New School Place
Fayetteville, AR 72703
(479) 521-7037",,Arkansas,2025-02-13T17:24:51.180467
Little Rock Christian Academy,12300,PK-12,"19010 Cantrell Road
Little Rock, AR 72223
(501) 868-9822",,Arkansas,2025-02-13T17:24:51.180467
Subiaco Academy,26400,7-12,"405 North Subiaco Avenue
Subiaco, AR 72865
(479) 934-1000",Catholic,Arkansas,2025-02-13T17:24:51.180467
Pillars Academy,1030.0,NS-K,"23581 Madero # 104
Mission Viejo, CA 92691
(949) 951-0442",Islamic,California,2025-02-13T17:24:52.411862
Millbrae Montessori School,1135.0,NS-PK,"797B Santa Margarita Ave
Millbrae, CA 94030
(650) 588-2229",,California,2025-02-13T17:24:52.411862
Eastlake Church Children Center,1150.0,PK-K,"2351 Otay Lakes Rd
Chula Vista, CA 91915
(619) 421-4156","Evangelical Lutheran Church in America (formerly AELC, ALC, or LCA",California,2025-02-13T17:24:52.411862
Bethlehem Preschool & Daycare,1175.0,NS,"27265 Luther Drive
Canyon Country, CA 91351
(661) 251-6027",Lutheran Church Missouri Synod,California,2025-02-13T17:24:52.411862
Childs World School - Encino,1200.0,NS-K,"6100 Lindley Ave
Encino, CA 91316
(818) 343-8122",,California,2025-02-13T17:24:52.411862
"Kids World School, Inc & Cornerstone Academy Of L.",1200.0,K-12,"3525 Glenhurst Avenue
Los Angeles, CA 90039
(323) 663-4703",,California,2025-02-13T17:24:52.411862
Triumphant Learning Center,1200.0,PK-K,"420 Carroll St
Sunnyvale, CA 94086
(408) 737-7450",Christian,California,2025-02-13T17:24:52.411862
Wherry Academy,1200.0,K-12,"608 N. El Camino Real and 452 5th Avenue, Redwood City
San Mateo, CA 94401
(650) 367-6791",,California,2025-02-13T17:24:52.411862
Mission Hills School,1210.0,PK-5,"2330 Pomar Vista Avenue
Castro Valley, CA 94546
(510) 317-8627",,California,2025-02-13T17:24:52.411862
Brush Creek Montessori,1250.0,NS-K,"4676 Mayette Ave
Santa Rosa, CA 95405
(707) 800-7298",,California,2025-02-13T17:24:52.413393
Tzu Chi Great Love Preschool,1250.0,NS-PK,"206 E Palm Ave
Monrovia, CA 91016
(626) 305-1188",,California,2025-02-13T17:24:52.413393
Creative Mind Preschool,1300.0,PK-K,"5262 Fountain Ave
Los Angeles, CA 90029
(323) 660-7529",,California,2025-02-13T17:24:52.413393
First Christian Church Pomona Child Dev Center,1300.0,NS-PK,"1751 North Park Ave
Pomona, CA 91768
(909) 629-3636",,California,2025-02-13T17:24:52.413393
L'heritage Francais,1300.0,PK-5,"222 N. Euclid St.
La Habra, CA 90631
(562) 458-0907",,California,2025-02-13T17:24:52.413951
Montessori Learning Center,1300.0,PK-3,"331 N Harbor Blvd
Anaheim, CA 92805
(714) 999-6618",,California,2025-02-13T17:24:52.413951
Temecula Play & Learn School,1300.0,NS-PK,"42690 Margarita Rd
Temecula, CA 92589
(951) 693-0381",,California,2025-02-13T17:24:52.413951
Folsom Preparatory School,1317.0,PK-5,"650 Willard Dr
Folsom, CA 95630
(916) 353-0185",,California,2025-02-13T17:24:52.413951
Montessori House Of Children,1330.0,NS-PK,"1187 Franklin St
San Francisco, CA 94109
(415) 441-7691",,California,2025-02-13T17:24:52.413951
Kidsville Usa,1342.0,NS-1,"8464 Corbin Avenue
Northridge, CA 91324
(818) 886-3508",,California,2025-02-13T17:24:52.414456
Encino Presbyterian Childrens Center,1350.0,K,"4963 Balboa Blvd
Encino, CA 91316
(818) 788-9442",,California,2025-02-13T17:24:52.414456
Newport Montessori School,1350.0,NS-PK,"20221 SW Cypress Street
Newport Beach, CA 92660
(949) 756-8855",,California,2025-02-13T17:24:52.414456
Springfield Montessori School,1390.0,NS-K,"5100 Brannigan St
Dublin, CA 94568
(925) 828-5102",,California,2025-02-13T17:24:52.414456
Golden Harvest Montessori School,1395.0,PK-K,"1905 N Milpitas Blvd
Milpitas, CA 95035
(510) 468-0060",,California,2025-02-13T17:24:52.414961
Limai Montessori Academy,1409.0,PK-1,"30075 Comercio
Rancho Santa Margarita, CA 92688
(949) 589-6440",,California,2025-02-13T17:24:52.414961
My Own Montessori,1500.0,PK-K,"5723 Oak Grove Avenue
Oakland, CA 94618
(510) 652-5979",,California,2025-02-13T17:24:52.414961
Culver City Christian School,1525.0,NS-PK,"11312 W Washington Blvd
Los Angeles, CA 90066
(310) 391-6963",,California,2025-02-13T17:24:52.414961
Hacienda School,1545.0,K-8,"4671 Chabot Drive
Pleasanton, CA 94588
(925) 485-5750",,California,2025-02-13T17:24:52.415467
Fountainhead Montessori School,1600.0,K-5,"6665 Amador Plaza Road
Dublin, CA 94568
(925) 820-1343",,California,2025-02-13T17:24:52.415467
Mother Of Divine Grace School,1624.0,PK-12,"407 Bryant Cir Ste B1
Ojai, CA 93023
(805) 646-5818",Catholic,California,2025-02-13T17:24:52.415467
Building Blocks Christian Academy,1625.0,NS-PK,"3734 S. Centinela Avenue
Los Angeles, CA 90066
(310) 397-7500",Wisconsin Evangelical Lutheran Synod,California,2025-02-13T17:24:52.415467
Woodland Hills Private School-collins Campus,1700.0,NS-PK,"22322 Collins St
Woodland Hills, CA 91367
(818) 712-9966",,California,2025-02-13T17:24:52.415467
Mcdowell School,1764.0,NS-5,"29028 Aloma Avenue
Laguna Niguel, CA 92677
(949) 495-5162",,California,2025-02-13T17:24:52.415993
Rising Star Montessori,1836.0,PK,"1421 High Street
Alameda, CA 94501
(510) 865-4536",,California,2025-02-13T17:24:52.415993
Mother Goose School,1900.0,PK-K,"334 28th Avenue
San Francisco, CA 94121
(415) 221-6133",,California,2025-02-13T17:24:52.415993
Montessori Elementary School Of Alameda,1933.0,Inquire with school,"1400 6th Street
Alameda, CA 94501
(510) 798-7429",,California,2025-02-13T17:24:52.415993
,,,,,California,2025-02-13T17:24:52.415993
Montessori Elementary School Of Alameda,1933.0,Inquire with school,"1400 6th Street
Alameda, CA 94501
(510) 798-7429",,California,2025-02-13T17:24:53.497046
Rainbow Montessori,1950.0,NS-6,"790 E Duane Ave
Sunnyvale, CA 94085
(408) 738-3261",,California,2025-02-13T17:24:53.497046
Roberts School,1985.0,NS-PK,"641 Coleman Ave
Menlo Park, CA 94025
(650) 322-3535",,California,2025-02-13T17:24:53.497046
Mountain Blvd Montessori School,1995.0,PK-K,"4432 Mountain Blvd
Oakland, CA 94619
(510) 482-2850",,California,2025-02-13T17:24:53.497547
"TechProtege, LLC",2025.0,5-10,"10250 Constellation Blvd - 23rd Floor
Los Angeles, CA 90067
(310) 499-1492",,California,2025-02-13T17:24:53.497547
Shasta Baptist Schools,2200.0,K-12,"6600 Westside Rd
Redding, CA 96001
(530) 246-3494",Baptist,California,2025-02-13T17:24:53.497547
Westmorland Basic Christian School,2250.0,1-12,"799 S Cook St
Westmorland, CA 92281
(760) 791-8111",Christian,California,2025-02-13T17:24:53.497547
Crescent City Seventh-day Adventist School,2475.0,2-8,"1770 Northcrest Dr
Crescent City, CA 95531
(707) 464-2738",Seventh Day Adventist,California,2025-02-13T17:24:53.498047
Integrity Christian School,2500.0,PK-12,"4905 E La Palma Ave
Anaheim, CA 92807
(877) 427-4905",Pentecostal,California,2025-02-13T17:24:53.498047
Women Helping All People Scholastic Academy,2500.0,2-8,"79 Cole Dr Ste 5
Sausalito, CA 94965
(415) 332-1703",Christian,California,2025-02-13T17:24:53.498047
Western Christian Academy,2600.0,PK-12,"30128 Auberry Rd
Prather, CA 93651
(800) 868-5839",Christian,California,2025-02-13T17:24:53.498047
West Coast Baptist School,2650.0,K-12,"1985 Peacock Blvd.
Oceanside, CA 92056
(760) 726-6163",Baptist,California,2025-02-13T17:24:53.498047
Ica Cristo Rey,2900.0,9-12,"3625 24th St
San Francisco, CA 94110
(415) 824-2052",Catholic,California,2025-02-13T17:24:53.498047
Berean Christian School,3000.0,1-12,"650 West Las Palmas Avenue
Patterson, CA 95363
(209) 892-5965",Christian,California,2025-02-13T17:24:53.498047
Foursquare Christian School,3000.0,PK-2,"144 Butte St
Crescent City, CA 95531
(707) 464-9501",Pentecostal,California,2025-02-13T17:24:53.498047
St. Michaels School,3000.0,K-8,"1027 W 87th Street
Los Angeles, CA 90044
(323) 752-6101",Catholic,California,2025-02-13T17:24:53.498047
School Of Santa Isabel,3000.0,K-8,"2424 Whittier Blvd
Los Angeles, CA 90023
(323) 263-3716",Catholic,California,2025-02-13T17:24:53.499048
St. Columbkille Elementary School,3075.0,K-8,"145 W 64th St
Los Angeles, CA 90003
(323) 758-2284",Catholic,California,2025-02-13T17:24:53.499048
